ID_taxon	Super_class	Order	Family	Genus	Species	Max_length	Vertical_Distribution	Littoral	Continental_shelf	Continental_slope	Open_ocean	Habitat_soft	Habitat_rocky	Habitat_posidonia	Min_depth	Max_depth	Migration	Reproduction	Sex_reversal	Semelparity	Behavior	Diet	Trophic_level	Origin
457	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_ocellatus	12	Benthic	1	0	0	0	0	1	0	1	15	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.5	U
458	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_roissali	17	Benthic	1	0	0	0	0	1	0	1	10	no	Oviparous	Protogynous	no	Solitary	Carnivorous	3.5	U
459	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_rostratus	13	Benthic	1	0	0	0	0	1	1	3	20	no	Oviparous	Protogynous	no	NA	Carnivorous	3.5	U
460	osteichthyen	Perciformes	Labridae	Symphodus	Symphodus_tinca	35	Benthic	1	0	0	0	0	1	1	1	20	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.3	U
462	osteichthyen	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus_ligulatus	10	Benthic	0	1	0	0	1	0	0	20	800	no	Oviparous	no	no	Solitary	Carnivorous	3.5	U
463	osteichthyen	Pleuronectiformes	Cynoglossidae	Symphurus	Symphurus_nigrescens	12	Benthic	0	1	1	0	1	0	0	50	1000	no	Oviparous	no	no	Solitary	Carnivorous	3.5	U
193	osteichthyen	Perciformes	Acropomatidae	Synagrops	Synagrops_japonicus	35	Demersal	0	0	1	0	1	0	0	250	450	no	NA	no	no	NA	Carnivorous	4.3	L
47	osteichthyen	Pleuronectiformes	Soleidae	Synaptura	Synaptura_lusitanica_lusitanica	40	Demersal	1	1	0	0	1	0	0	5	60	no	Oviparous	no	no	Solitary	Carnivorous	3.5	A
436	osteichthyen	Pleuronectiformes	Soleidae	Synapturichthys	Synapturichthys_kleinii	40	Benthic	0	1	0	0	1	0	0	20	120	no	Oviparous	no	no	Solitary	Carnivorous	3.6	U
464	osteichthyen	Perciformes	Callionymidae	Synchiropus	Synchiropus_phaeton	18	Benthic	0	1	1	0	1	0	0	80	650	no	Oviparous	no	no	Solitary	Carnivorous	3.4	U
465	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_abaster	21	Benthic	1	0	0	0	1	0	1	1	5	Amphidromous	Ovoviviparous	no	no	NA	Carnivorous	3.2	U
466	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_acus	46	Benthic	1	0	0	0	1	0	1	1	15	no	Ovoviviparous	no	no	NA	Carnivorous	3.3	U
467	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_phlegon	20	Pelagic	0	1	1	0	0	0	0	1	50	no	Ovoviviparous	no	no	NA	Carnivorous	3.5	U
48	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_rostellatus	17	Demersal	1	0	0	0	1	0	1	1	15	no	Ovoviviparous	no	no	Solitary	Carnivorous	3.7	A
124	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_taenionotus	25	Demersal	1	0	0	0	1	0	1	1	20	no	Ovoviviparous	no	no	NA	Carnivorous	3.4	E
125	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_tenuirostris	39	Benthic	1	0	0	0	1	0	1	1	25	no	Ovoviviparous	no	no	NA	Carnivorous	3.4	E
468	osteichthyen	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus_typhle	35	Benthic	1	0	0	0	1	0	0	5	20	no	Ovoviviparous	no	no	NA	Carnivorous	4.3	U
469	osteichthyen	Aulopiformes	Synodontidae	Synodus	Synodus_saurus	43	Benthic	1	0	0	0	1	0	0	5	50	no	Oviparous	no	no	NA	Piscivorous	4.5	U
470	chondrichtyen	Rajiformes	Dasyatidae	Taeniura	Taeniura_grabata	100	Benthic	1	0	0	0	1	0	0	10	300	Oceanodromous	Ovoviviparous	no	no	Gregarious	Carnivorous	4	U
471	osteichthyen	Scorpaeniformes	Cottidae	Taurulus	Taurulus_bubalis	20	Benthic	1	0	0	0	0	1	1	1	30	no	Oviparous	no	no	Gregarious	Carnivorous	3.6	U
194	osteichthyen	Perciformes	Teraponidae	Terapon	Terapon_puta	15	Demersal	1	0	0	0	1	0	0	1	10	no	Oviparous	no	no	NA	Carnivorous	3.1	L
639	osteichthyen	Perciformes	Teraponidae	Terapon	Terapon_theraps	30	Demersal	1	0	0	0	1	0	0	1	10	no	Oviparous	no	no	NA	Carnivorous	3.5	L
609	osteichthyen	Perciformes	Tetragonuridae	Tetragonurus	Tetragonurus_cuvieri	70	Pelagic	0	0	0	1	0	0	0	1	800	Oceanodromous	Oviparous	no	no	NA	Omnivorous	3.8	U
472	osteichthyen	Perciformes	Istiophoridae	Tetrapturus	Tetrapturus_albidus	300	Pelagic	0	0	0	1	0	0	0	1	50	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.5	U
126	osteichthyen	Perciformes	Istiophoridae	Tetrapturus	Tetrapturus_belone	240	Pelagic	1	1	0	1	0	0	0	1	200	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.5	E
49	osteichthyen	Perciformes	Istiophoridae	Tetrapturus	Tetrapturus_georgii	200	Pelagic	0	0	0	1	0	0	0	1	200	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.4	A
195	osteichthyen	Tetraodontiformes	Ostraciidae	Tetrosomus	Tetrosomus_gibbosus	30	Demersal	0	0	1	0	0	0	1	1	100	no	Oviparous	no	no	Solitary	Carnivorous	3.5	L
473	osteichthyen	Perciformes	Labridae	Thalassoma	Thalassoma_pavo	25	Benthic	1	0	0	0	0	1	0	1	30	no	Oviparous	Protogynous	no	Both	Carnivorous	3.5	U
474	osteichthyen	Perciformes	Gobiidae	Thorogobius	Thorogobius_ephippiatus	13	Benthic	1	0	0	0	0	1	0	10	30	no	Oviparous	no	no	Solitary	Carnivorous	3	U
127	osteichthyen	Perciformes	Gobiidae	Thorogobius	Thorogobius_macrolepis	6.5	Benthic	1	0	0	0	1	1	0	20	40	no	Oviparous	no	no	Solitary	Carnivorous	3.2	E
475	osteichthyen	Perciformes	Scombridae	Thunnus	Thunnus_alalunga	130	Pelagic	0	0	0	1	0	0	0	1	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.3	U
476	osteichthyen	Perciformes	Scombridae	Thunnus	Thunnus_thynnus	320	Pelagic	0	0	0	1	0	0	0	1	70	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.5	U
477	chondrichtyen	Torpediniformes	Torpedinidae	Torpedo	Torpedo_marmorata	100	Benthic	0	1	0	0	1	0	0	10	100	no	Ovoviviparous	no	no	NA	Piscivorous	4.5	U
478	chondrichtyen	Torpediniformes	Torpedinidae	Torpedo	Torpedo_nobiliana	180	Demersal	0	1	1	0	1	0	0	10	300	Oceanodromous	Ovoviviparous	no	no	NA	Piscivorous	4.5	U
479	chondrichtyen	Torpediniformes	Torpedinidae	Torpedo	Torpedo_torpedo	80	Benthic	0	1	0	0	1	0	0	1	100	no	Ovoviviparous	no	no	NA	Carnivorous	4.5	U
196	osteichthyen	Tetraodontiformes	Tetraodontidae	Torquigener	Torquigener_flavimaculosus	14	Demersal	1	0	0	0	1	0	1	1	10	no	Oviparous	no	no	Solitary	Carnivorous	3.2	L
480	osteichthyen	Perciformes	Carangidae	Trachinotus	Trachinotus_ovatus	70	Pelagic	1	0	0	0	0	0	0	1	10	no	Oviparous	no	no	Gregarious	Carnivorous	3.7	U
481	osteichthyen	Perciformes	Trachinidae	Trachinus	Trachinus_araneus	50	Benthic	1	0	0	0	1	0	0	5	100	no	Oviparous	no	no	NA	Carnivorous	4	U
482	osteichthyen	Perciformes	Trachinidae	Trachinus	Trachinus_draco	40	Benthic	1	0	0	0	1	0	0	5	20	no	Oviparous	no	no	NA	Carnivorous	4.2	U
483	osteichthyen	Perciformes	Trachinidae	Trachinus	Trachinus_radiatus	50	Benthic	1	0	0	0	1	0	0	30	60	no	Oviparous	no	no	NA	Carnivorous	4	U
643	osteichthyen	Lampridiformes	Trachipteridae	Trachipterus	Trachipterus_trachypterus	300	Pelagic	1	1	1	0	0	0	0	1	500	no	Oviparous	no	no	Solitary	Carnivorous	4.5	U
484	osteichthyen	Perciformes	Carangidae	Trachurus	Trachurus_mediterraneus	60	Pelagic	0	0	0	1	0	0	0	10	50	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.8	U
485	osteichthyen	Perciformes	Carangidae	Trachurus	Trachurus_picturatus	60	Pelagic	0	0	0	1	0	0	0	1	370	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.3	U
486	osteichthyen	Perciformes	Carangidae	Trachurus	Trachurus_trachurus	50	Pelagic	0	0	0	1	0	0	0	10	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.7	U
574	osteichthyen	Gadiformes	Macrouridae	Trachyrincus	Trachyrincus_scabrus	60	Demersal	0	0	1	1	1	1	0	390	1700	no	Oviparous	no	no	NA	Carnivorous	3.6	U
50	osteichthyen	Scorpaeniformes	Sebastidae	Trachyscorpia	Trachyscorpia_cristulata_cristulata	55	Benthic	0	0	1	1	1	0	0	200	2500	no	Oviparous	no	no	NA	Carnivorous	3.9	A
596	osteichthyen	Perciformes	Trichiuridae	Trichiurus	Trichiurus_lepturus	150	Pelagic	0	1	0	0	0	0	0	3	350	Amphidromous	Oviparous	no	no	Gregarious	Carnivorous	4.4	U
488	osteichthyen	Scorpaeniformes	Triglidae	Trigla	Trigla_lyra	75	Benthic	0	1	1	0	1	0	0	50	400	no	Oviparous	no	no	NA	Carnivorous	3.7	U
489	osteichthyen	Scorpaeniformes	Triglidae	Trigloporus	Trigloporus_lastoviza	40	Benthic	0	1	0	0	1	1	0	20	100	no	Oviparous	no	no	Gregarious	Carnivorous	3.5	U
128	osteichthyen	Perciformes	Tripterygiidae	Tripterygion	Tripterygion_delaisi	9	Benthic	1	0	0	0	0	1	0	5	20	no	Oviparous	no	no	Solitary	Carnivorous	3.4	E
129	osteichthyen	Perciformes	Tripterygiidae	Tripterygion	Tripterygion_melanurum	5.3	Benthic	1	0	0	0	0	1	0	1	15	no	Oviparous	no	no	Solitary	Carnivorous	3.5	E
130	osteichthyen	Perciformes	Tripterygiidae	Tripterygion	Tripterygion_tripteronotum	8	Benthic	1	0	0	0	1	1	0	1	3	no	Oviparous	no	no	Solitary	Carnivorous	3.4	E
131	osteichthyen	Gadiformes	Gadidae	Trisopterus	Trisopterus_luscus	45	Demersal	0	1	0	0	1	0	0	10	100	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	3.7	E
490	osteichthyen	Gadiformes	Gadidae	Trisopterus	Trisopterus_minutus	40	Demersal	0	1	1	0	1	1	0	25	200	no	Oviparous	no	no	Gregarious	Carnivorous	3.7	U
197	osteichthyen	Tetraodontiformes	Tetraodontidae	Tylerius	Tylerius_spinosissimus	12	Demersal	0	0	0	1	1	0	0	250	435	no	NA	no	no	Solitary	Carnivorous	3.3	L
491	osteichthyen	Beloniformes	Belonidae	Tylosorus	Tylosurus_acus_acus	135	Pelagic	0	0	0	1	0	0	0	1	5	Oceanodromous	Oviparous	no	no	Gregarious	Piscivorous	4.5	U
198	osteichthyen	Beloniformes	Belonidae	Tylosorus	Tylosurus_choram	75	Pelagic	0	1	0	0	0	0	0	1	5	no	Oviparous	no	no	Solitary	Piscivorous	4.4	L
51	osteichthyen	Perciformes	Sciaenidae	Umbrina	Umbrina_canariensis	80	Demersal	1	1	1	0	1	1	0	50	300	no	Oviparous	no	no	Gregarious	Carnivorous	3.4	A
492	osteichthyen	Perciformes	Sciaenidae	Umbrina	Umbrina_cirrosa	100	Demersal	1	0	0	0	1	0	0	5	50	no	Oviparous	no	no	Both	Carnivorous	3.4	U
493	osteichthyen	Perciformes	Sciaenidae	Umbrina	Umbrina_ronchus	80	Demersal	1	0	0	0	1	1	0	20	200	no	Oviparous	no	no	NA	Carnivorous	3.4	U
199	osteichthyen	Perciformes	Mullidae	Upeneus	Upeneus_asymmetricus	30	Demersal	1	0	0	0	0	1	0	50	300	no	NA	no	no	NA	Carnivorous	3.5	L
200	osteichthyen	Perciformes	Mullidae	Upeneus	Upeneus_moluccensis	25	Benthic	1	0	0	0	1	0	0	10	80	no	Oviparous	no	no	Solitary	Carnivorous	3.6	L
640	osteichthyen	Perciformes	Mullidae	Upeneus	Upeneus_pori	17	Benthic	1	0	0	0	1	0	0	1	50	no	Oviparous	no	no	NA	Carnivorous	4.4	L
593	osteichthyen	Perciformes	Uranoscopidae	Uranoscopus	Uranoscopus_scaber	35	Benthic	0	1	0	0	1	0	0	15	100	no	Oviparous	no	no	NA	Carnivorous	4.4	U
525	osteichthyen	Stomiiformes	Sternoptychidae	Valenciennellus	Valenciennellus_tripunctulatus	3.1	Pelagic	0	0	0	1	0	0	0	100	550	no	Oviparous	no	no	NA	Carnivorous	3.1	U
494	osteichthyen	Perciformes	Gobiidae	Vanneaugobius	Vanneaugobius_pruvoti	3.9	Benthic	NA	NA	NA	NA	0	1	0	110	115	no	Oviparous	no	no	Solitary	Omnivorous	3.1	U
527	osteichthyen	Stomiiformes	Photichthyidae	Vinciguerria	Vinciguerria_attenuata	5	Pelagic	0	0	0	1	0	0	0	100	2000	no	Oviparous	no	no	Gregarious	Carnivorous	3.1	U
528	osteichthyen	Stomiiformes	Photichthyidae	Vinciguerria	Vinciguerria_poweriae	4	Pelagic	0	0	0	1	0	0	0	50	1000	no	Oviparous	no	no	Gregarious	Carnivorous	3.1	U
495	osteichthyen	Perciformes	Xiphiidae	Xiphias	Xiphias_gladius	450	Pelagic	0	0	0	1	0	0	0	10	125	Oceanodromous	Oviparous	no	no	Gregarious	Carnivorous	4.5	U
496	osteichthyen	Perciformes	Labridae	Xyrichtys	Xyrichtys_novacula	50	Demersal	1	0	0	0	1	0	1	5	20	no	Oviparous	Protogynous	no	Gregarious	Carnivorous	3.5	U
497	osteichthyen	Perciformes	Gobiidae	Zebrus	Zebrus_zebrus	6.5	Benthic	1	0	0	0	1	1	0	1	5	no	Oviparous	no	no	Solitary	Carnivorous	3.2	U
626	osteichthyen	Zeiformes	Zeidae	Zenopsis	Zenopsis_conchifer	75	Demersal	1	0	0	0	1	0	0	100	400	no	Oviparous	no	no	Gregarious	Piscivorous	4.5	A
498	osteichthyen	Zeiformes	Zeidae	Zeus	Zeus_faber	70	Demersal	0	1	1	0	1	1	0	50	150	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	4.5	U
132	osteichthyen	Perciformes	Gobiidae	Zosterisessor	Zosterisessor_ophiocephalus	25	Benthic	1	0	0	0	1	0	1	1	5	Oceanodromous	Oviparous	no	no	Solitary	Carnivorous	3.2	E
583	osteichthyen	Lampridiformes	Trachipteridae	Zu	Zu_cristatus	100	Pelagic	0	0	0	1	0	0	0	1	500	no	Oviparous	no	no	NA	Carnivorous	4.5	U
